tweet_id,clean_message,ground_truth_intent,final_escalation,predicted_intent,confidence,decision,escalation_reason,drafted_reply,top_retrieval_similarity,retrieved_case_count,reply_exists,retrieval_available,top_retrieved_customer_msg,top_retrieved_support_reply,lexical_jaccard_at_1,lexical_match_at_1,reply_grounded_to_retrieval,execution_error
2922732,"I've deleted over 500 pics, I have 3 apps left on my phone.. the screen keeps freezing and the whole phone gets super hot. I hate you.",screen_touch_freeze,,battery_drain_charging,0.4253,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU2kzhr,0.3102,5,True,True,Ever since the update my phone gets super hot then starts messing up 🙄,We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU2kzhr,0.1935,True,True,
2002478,hey Apple the new emojis are really cool but how about an update for my extremely shitty battery life 😑😩,apple_id_account_access,False,battery_drain_charging,0.8975,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We want to help with your battery. What is your device model? Is the battery life affected when using specific apps?,0.3148,5,True,True,Hey how about an update that addresses my AWFUL battery life. FFS. https://t.co/2RtllP4k6O,We want to help with your battery. What is your device model? Is the battery life affected when using specific apps?,0.2963,True,True,
215778,battery life is terrible since iOS11. Why does 5min of background in mail use 10%? https://t.co/BB7OJIh2B8,hardware_buttons_audio,False,battery_drain_charging,0.9436,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Let's work to get your battery life functioning normally. Which device is this happening on & when did you update to iOS 11.0.3?,0.3892,5,True,True,Battery life is terrible on iOS 11.0.3. #GreatJob #INeedANote8,Let's work to get your battery life functioning normally. Which device is this happening on & when did you update to iOS 11.0.3?,0.1538,True,True,
1969986,Yooo 👋🏾 sooooo what’s up with this battery dying fast right after I updated to iOS 11??? ☹️,network_wifi_cellular,False,battery_drain_charging,0.9587,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We're here to help. Let's work together in DM. Please meet us there. https://t.co/GDrqU22YpT,0.5258,5,True,True,what’s up with my battery dying fast after the iOS 11 update??????,We're here to help. Let's work together in DM. Please meet us there. https://t.co/GDrqU22YpT,0.5,True,True,
1821748,Man ever since this stupid iOS 11.0.2 my phone been dying fast as hell y’all need to fix this.,os_update_installation,False,battery_drain_charging,0.6893,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Let's help improve that. Please check out the suggestions here: https://t.co/bivpdfBNJ6 but keep us posted.,0.3934,5,True,True,My iPhone battery been dying fast ever since I’ve updated it to iOS 11,Let's help improve that. Please check out the suggestions here: https://t.co/bivpdfBNJ6 but keep us posted.,0.3333,True,True,
2020287,I️ do not want to turn off autocorrect. I️ just want it fixed. 😭 wh-I️ !??,apple_id_account_access,False,keyboard_text_glitch,0.7741,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,"We use auto-correct, too, so we'd love to help you with this. Have you already updated your iPhone to iOS 11.1.2? Let us know in DM and we'll work together to get this resolved. https://t.co/GDrqU22YpT",0.417,5,True,True,i don’t want to turn off autocorrect so like!!! can you fix this for fucks sake,"We use auto-correct, too, so we'd love to help you with this. Have you already updated your iPhone to iOS 11.1.2? Let us know in DM and we'll work together to get this resolved. https://t.co/GDrqU22YpT",0.2609,True,True,
2282702,Ummm y’all need to fix this software shit! First that question mark shit. Now my damn airplay won’t play videos. Smh.,keyboard_text_glitch,,keyboard_text_glitch,0.8845,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We want to look into this with you. DM us which model iPhone you have and iOS version to get started. https://t.co/GDrqU22YpT,0.4876,5,True,True,y’all need to fix this question mark shit,We want to look into this with you. DM us which model iPhone you have and iOS version to get started. https://t.co/GDrqU22YpT,0.4091,True,True,
1543316,why the FUCK is the letter i️ turning into a question mark,billing_subscription_refund,False,keyboard_text_glitch,0.9997,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.6529,5,True,True,Why is the letter “I️” turning into these!? #iphoneprobs,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.5385,True,True,
1683427,Hey any chance you’re going fix this keyboard issue soon? I’m getting really sick of this shit.,billing_subscription_refund,False,keyboard_text_glitch,0.8726,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.3982,5,True,True,I’m really sick of this I️ shit! Fix it already.,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.4,True,True,
1640746,Sooo like when is going to fix this bs symbol-instead-of-a-letter!? Over it.,apple_id_account_access,False,keyboard_text_glitch,0.9758,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,"There's an update out now that fixes this issue. Make sure you have a recent backup and update to 11.1.2. 

Let us know if that fixes the issue.",0.5208,5,True,True,When is going to fix I️ this,"There's an update out now that fixes this issue. Make sure you have a recent backup and update to 11.1.2. 

Let us know if that fixes the issue.",0.3529,True,True,
1656547,"You guys really need to fix this, eye’m tired of typing eye all the damn time",billing_subscription_refund,False,keyboard_text_glitch,0.7048,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,0.4349,5,True,True,You guys really need to fix this shit cuz I’m getting HOT I️,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,0.381,True,True,
1552539,"I️ am having problems with my keyboard. Any timeline on a patch? I️ just updated and as you can see, I️ still have issues with I️.",hardware_buttons_audio,False,keyboard_text_glitch,0.8753,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,"We'd love to help. DM us details about what's going on, including the model of iPhone you're using and the exact version of the operating system (which you can find in Settings > General > About), and we'll collaborate on getting those issues sorted. https://t.co/GDrqU22YpT",0.4031,5,True,True,I’m having problems with my phone,"We'd love to help. DM us details about what's going on, including the model of iPhone you're using and the exact version of the operating system (which you can find in Settings > General > About), and we'll collaborate on getting those issues sorted. https://t.co/GDrqU22YpT",0.2083,True,True,
2138245,I have the newest iPhone update but some emojis only show the question mark like my phone doesn’t support it????,apple_id_account_access,False,keyboard_text_glitch,0.8665,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We are glad to help. Reach out to us in DM with more information about the issues you are having. https://t.co/GDrqU22YpT,0.2819,5,True,True,I️ got the newest iPhone and the newest update and my emojis still fucked up?,We are glad to help. Reach out to us in DM with more information about the issues you are having. https://t.co/GDrqU22YpT,0.28,True,True,
2060044,#ios11 what is this black line that I see below the #keyboard whenever I open it #annoying https://t.co/GoPfsOjJvu,billing_subscription_refund,False,keyboard_text_glitch,0.9574,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,"We'd be happy to look into this with you. If you just updated to iOS 11.2, that line shows up to signify that Control Center can be accessed there.",0.3681,5,True,True,WHAT IS THIS LINE??? https://t.co/qZyib3qhaH,"We'd be happy to look into this with you. If you just updated to iOS 11.2, that line shows up to signify that Control Center can be accessed there.",0.3333,True,True,
2363149,"I'm seeing the iOS ""I"" autocorrect error on MacOS Messages on my MacBook Pro - in texts received from a friend.
The messages display correctly on her phone and on my phone, they only display incorrectly on the Mac. https://t.co/VIVm6U1ScY",bluetooth_airpods_carplay,False,other_general_inquiry,0.4495,ESCALATE,Message does not match any supported intent category. Routing to human agent for proper handling.,Thanks for reaching out. We'd like to look into this with you. Please join us in DM and we'll get started. https://t.co/GDrqU22YpT,0.2907,5,True,True,". If I’m seeing “A ⍰” in texts from my wife in Messages on my MacBook, but “I” on my 11.1.1 iPhone, does that mean she needs the iOS update? Or is a macOS update coming? (Fwiw, her screen looks fine — she sees “I” in the messages she’s sending, not ""A ⍰.”)",Thanks for reaching out. We'd like to look into this with you. Please join us in DM and we'll get started. https://t.co/GDrqU22YpT,0.2727,True,True,
1756443,why do my I️’s not show up? Come on keyboard as A w/? So confused and all tried reset dictionary keyboard and updated,apple_id_account_access,False,keyboard_text_glitch,0.9873,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We want to help. DM us and we'll work from there. https://t.co/GDrqU22YpT,0.291,5,True,True,why do my i’s show up as question mark boxes 🙃,We want to help. DM us and we'll work from there. https://t.co/GDrqU22YpT,0.32,True,True,
1584671,what’s up with the question mark boxes for I after the update,bluetooth_airpods_carplay,False,keyboard_text_glitch,0.9975,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,0.606,5,True,True,hey what’s up with the question mark boxes on the iOS 11.1 update?,Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,0.5294,True,True,
1548729,Hey why does my phone keep doing this with the A and the question mark? Not just on FB!!! #help #sos #why https://t.co/bHYy9BHDgP,billing_subscription_refund,False,keyboard_text_glitch,0.9192,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We want to help. Which iPhone model do you own?,0.5293,5,True,True,WHY DOES MY PHONE KEEP DOING THIS https://t.co/KeP6MlwVI4,We want to help. Which iPhone model do you own?,0.4,True,True,
2375257,Anybody in my TL have the latest version of the MacBook Pro? It it giving you backlight and keyboard issues? what’s gong on?,hardware_buttons_audio,,keyboard_text_glitch,0.8578,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Are you listening to music through the Music app or another downloaded app?,0.3509,5,True,True,I have the latest version.,Are you listening to music through the Music app or another downloaded app?,0.1739,True,True,
2095627,"Oye where’s the update to update the update that keeps closing apps, burning through my battery and messing with my keyboard?",keyboard_text_glitch,,keyboard_text_glitch,0.4864,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.2742,5,True,True,so where’s the update to fix the “I” bug,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.2273,True,True,
2408584,my AppStore says “unable to contact” each time I try searching ever since iOS 11 (iPhone). Works fine on iPad on same WiFi network. Workaround/fix please?,app_crash_download_error,,network_wifi_cellular,0.9687,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,"We'd be happy to assist today. What's happening when you try to place a call, are you just getting the call failed error? Does the call go out and then drop? etc.",0.2422,5,True,True,Unable to make calls on IOS 11.1.x on my 5s.. Any Solution. IOS 11.0.3 works fine on Iphone 5s.,"We'd be happy to assist today. What's happening when you try to place a call, are you just getting the call failed error? Does the call go out and then drop? etc.",0.2571,True,True,
1997785,"Hi, why does my WiFi keep disconnecting when I use some apps? It’s really annoying me",network_wifi_cellular,False,network_wifi_cellular,0.9518,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,"Thanks for reaching out. To turn off the Wi-Fi feature of your iPhone, go to Settings > Wi-Fi in iOS 11. Toggling from the Control Center only disconnects from the current source. You can learn more here: https://t.co/G7BHuQnDS6",0.3514,5,True,True,Why does my WIFI keep turning on by itself?,"Thanks for reaching out. To turn off the Wi-Fi feature of your iPhone, go to Settings > Wi-Fi in iOS 11. Toggling from the Control Center only disconnects from the current source. You can learn more here: https://t.co/G7BHuQnDS6",0.2381,True,True,
689313,"What happens to cellular data plan for Apple Watch Cellular when switching iPhone sim card with a local prepaid card while on vacation? Does it mess with watch cellular settings when switching back to regular ""home"" sim when getting back home?",other_general_inquiry,,network_wifi_cellular,0.9975,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Does the issue continue if you use Wi-Fi? Does this only happen when you use Netflix?,0.3061,5,True,True,Cellular data.,Does the issue continue if you use Wi-Fi? Does this only happen when you use Netflix?,0.069,False,True,
794533,"The #iwatch with LTE just doesn't work. 
No connection at al it's basically just a series 2 with LTE that doesn't functionl.",billing_subscription_refund,False,network_wifi_cellular,0.9452,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Which iPhone and iOS version are you using on the paired iPhone?,0.4126,5,True,True,Series 3 LTE,Which iPhone and iOS version are you using on the paired iPhone?,0.0952,False,True,
2210700,"Can’t download latest iOS 11.1.1 update and my apps take about 30 minutes to an hour to download, that’s if they do download. Tried on WiFi and 4G still the same.",network_wifi_cellular,,network_wifi_cellular,0.8157,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Can you confirm what version of iOS you are running?,0.2306,5,True,True,why does it take 20 minutes to download a song after the update?,Can you confirm what version of iOS you are running?,0.1622,True,True,
996755,"I have IPad mini & ever since I updated to iOS 11, my wifi connection is lagging & has trouble loading most everything. Help!",screen_touch_freeze,False,network_wifi_cellular,0.9331,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Wi-Fi is an essential part of your iPhone experience; we'll do all we can to help. Can you describe the issue you're having?,0.4722,5,True,True,ever since i updated my phone to iOS 11 my wifi connection at home has been garbage. fix this!,Wi-Fi is an essential part of your iPhone experience; we'll do all we can to help. Can you describe the issue you're having?,0.3929,True,True,
458426,"how come EVERY time i update my iphone now, i now have no service for up to an hour afterward?????????????????????????",app_crash_download_error,False,network_wifi_cellular,0.6848,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,What's going on with your iPhone? Provide us with some details and we'd be happy to help you.,0.396,5,True,True,How come every time I update my phone it gets worse? Seems a bit backwards.,What's going on with your iPhone? Provide us with some details and we'd be happy to help you.,0.2692,True,True,
1672699,I'm a T-Mobile user and I don't have SSN.. how can I enable the Cellular feature on the Apple Watch 3? They ask for SSN 💔👎🏻😢,other_general_inquiry,,network_wifi_cellular,0.9171,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,"If you are looking to create Scenes with your Home app, this article explains more: https://t.co/ept6Vf2rqU",0.2911,5,True,True,"Where is the ""Scenes"" feature on the iPhone X?","If you are looking to create Scenes with your Home app, this article explains more: https://t.co/ept6Vf2rqU",0.1071,False,True,
1109563,why does my WiFi keeping coming on after I have turned it off on my 8+. NOT GOOD!!!,apple_id_account_access,False,network_wifi_cellular,0.9787,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,"We’ll be happy to help further. To start, send us a DM. https://t.co/GDrqU22YpT",0.4092,5,True,True,when I walk into the house it turns it on after I have turned it off https://t.co/8vuYuB1nPL,"We’ll be happy to help further. To start, send us a DM. https://t.co/GDrqU22YpT",0.2692,True,True,
493590,"I am having troubles since i get 11.1.2 ios, i don have any connection with waze google maps facebook even the cellular data, i have shutdown my iphone 7 plus many times and it doesn't work properly",apple_id_account_access,False,network_wifi_cellular,0.8146,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Thanks for reaching out to us. Are you experiencing this issue in multiple locations? Is Maps on under Settings > Cellular?,0.2797,5,True,True,Google maps works!,Thanks for reaching out to us. Are you experiencing this issue in multiple locations? Is Maps on under Settings > Cellular?,0.0541,False,True,
2404952,"Dear , could you please resolve the “i” glitch? I’m tired of looking silly. Don’t let those inferior cellular devices try to shame you. I believe in you. Love, Marlenia 📱",os_update_installation,False,other_general_inquiry,0.5548,ESCALATE,Message does not match any supported intent category. Routing to human agent for proper handling.,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.3745,5,True,True,"will you please fix the glitch! I️I️ tired of sending I️ <- those, THX I️I️",Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.2581,True,True,
2054770,iPhoneSE wid 11.0.2 drains battery life swiftly and further the cellular hangs at times during num-pad dial. Throw some light,network_wifi_cellular,,battery_drain_charging,0.8461,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,All day battery life is important. Let's work together and get to the bottom of this. What device are you using iOS 11.1.1 on? Are you charging the device with the charger that came with it?,0.3051,5,True,True,ios 11.1.1 drains battery like crazy,All day battery life is important. Let's work together and get to the bottom of this. What device are you using iOS 11.1.1 on? Are you charging the device with the charger that came with it?,0.1111,False,True,
610247,Can someone explain to me why the WiFi setting keeps turning on by itself with the new iPhone update?!?!? 😭,keyboard_text_glitch,False,network_wifi_cellular,0.973,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We want to help. Send us a DM letting us know if you are updated to iOS 11.1. https://t.co/GDrqU22YpT,0.4876,5,True,True,Can someone explain to me why i keeps autocorrecting to I️,We want to help. Send us a DM letting us know if you are updated to iOS 11.1. https://t.co/GDrqU22YpT,0.35,True,True,
1062220,hi. Can we stream apple music on Apple Watch S3 GPS only ? (Via wifi/iPhone connection),other_general_inquiry,,network_wifi_cellular,0.9808,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Got it. Did you check for any application updates in the App Store? Send us a DM to let us know. https://t.co/GDrqU22YpT,0.3606,5,True,True,Only Apple Music.,Got it. Did you check for any application updates in the App Store? Send us a DM to let us know. https://t.co/GDrqU22YpT,0.2,True,True,
1849594,"The latest iOS update has shrunk my screen, made my WiFi connection go slower, reduced my battery life and memory space. Cheers",other_general_inquiry,,network_wifi_cellular,0.8398,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Let's take a look. Send us a DM and we'll continue there. https://t.co/GDrqU22YpT,0.3593,5,True,True,the latest iOS update has made battery life become next to nothing.,Let's take a look. Send us a DM and we'll continue there. https://t.co/GDrqU22YpT,0.3333,True,True,
1529996,>> I updated my phone & im tired of seeing these dumb ass “ ? “ please fixed that .. thanks 😂😘,hardware_buttons_audio,False,os_update_installation,0.8055,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We'd be happy to look into this issue with you. Send us a DM and we'll get started there. https://t.co/GDrqU22YpT,0.442,5,True,True,"I updated my phone and I’m still seeing these dumb ass question marks, what’s going on?",We'd be happy to look into this issue with you. Send us a DM and we'll get started there. https://t.co/GDrqU22YpT,0.3333,True,True,
2026283,I updated my phone & im still seeing boxes. really got me fucked up & I’m about to take my ass back to .,apple_id_account_access,False,os_update_installation,0.8695,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We'd like to help. Please send us a DM to continue: https://t.co/GDrqU22YpT,0.4733,5,True,True,IM STILL SEEING BOXES and I️ update my phone. im irked. explain,We'd like to help. Please send us a DM to continue: https://t.co/GDrqU22YpT,0.3043,True,True,
2815627,updated my phone with your latest update and now It keeps making phone calls without me prompting it too. I can’t even leave my phone on. Thanks a lot guys,other_general_inquiry,,os_update_installation,0.8024,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Hello. We're here to help. Tell us which version of iOS you're running under Settings > General > About.,0.2796,5,True,True,updated my phone and now it keeps freezing...why tho? 😫,Hello. We're here to help. Tell us which version of iOS you're running under Settings > General > About.,0.2333,True,True,
955064,This new #iphone software update is so annoying for my notifications don’t appear unless I go into it! 😒,other_general_inquiry,,os_update_installation,0.7848,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.3234,5,True,True,this is so annoying —> I️,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.2632,True,True,
1341746,your newest software update has issues!! 🤔,hardware_buttons_audio,False,os_update_installation,0.9798,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We'd be happy to look into issues you're experiencing. Which device is this occurring on?,0.5892,5,True,True,your newest software update just kills battery.,We'd be happy to look into issues you're experiencing. Which device is this occurring on?,0.4444,True,True,
2321215,When I updated to iOS 11 my music app turned black when ever I open it. And it won’t work. This is a scam...,hardware_buttons_audio,False,os_update_installation,0.8389,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,How often does the issue occur?,0.4229,5,True,True,When I updated to iOS 11.,How often does the issue occur?,0.2727,True,True,
2179118,"I tried to update to iOS 11, and got stuck at Apple logo. Tried to factory reset, installed iOS 11, but cannot restore backup",billing_subscription_refund,False,os_update_installation,0.976,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,0.3308,5,True,True,Last update have issue ( stuck at apple logo ),Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,0.2273,True,True,
54451,Updated my phone and still see boxes with question marks WHYYYY,screen_touch_freeze,False,os_update_installation,0.9891,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Let's have a look at this together. Can you please DM us? https://t.co/GDrqU22YpT,0.73,5,True,True,I updated my phone and I still see boxes with questions marks,Let's have a look at this together. Can you please DM us? https://t.co/GDrqU22YpT,0.6923,True,True,
1470062,Hey fuck your software update that fucked up my phone. You should fix that ASAP.,billing_subscription_refund,False,os_update_installation,0.9406,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We would like to offer some guidance with this. Please review: https://t.co/xXaXeeSRt9 DM us if you have any questions. https://t.co/GDrqU22YpT,0.3699,5,True,True,I️ think you should fix this,We would like to offer some guidance with this. Please review: https://t.co/xXaXeeSRt9 DM us if you have any questions. https://t.co/GDrqU22YpT,0.1765,True,True,
2018468,i updated my phone at 1:30 this morning and this mf already acting wack.. we’re on to your conspiracy 😐,screen_touch_freeze,False,os_update_installation,0.7274,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,"Let's get this resolved! This article goes over the steps that we'd like to start with: https://t.co/osZOKKTalm

Give those a shot and keep us posted with your results.",0.289,5,True,True,This morning :(,"Let's get this resolved! This article goes over the steps that we'd like to start with: https://t.co/osZOKKTalm

Give those a shot and keep us posted with your results.",0.1,False,True,
2363085,Fuck sakes man get it together I’ve updated my phone with every update and still works like shit,billing_subscription_refund,False,os_update_installation,0.9485,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,"Happy Friday, Dávid! What can we help with? Send us a DM, and let us know. We've got you covered. https://t.co/GDrqU22YpT",0.3657,5,True,True,get it together.,"Happy Friday, Dávid! What can we help with? Send us a DM, and let us know. We've got you covered. https://t.co/GDrqU22YpT",0.1579,True,True,
2249888,every since I updated my phone it’s been trippin.... 🙄,screen_touch_freeze,False,os_update_installation,0.9982,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We're here for you. Send us a DM with your current iOS version and we'll take a look at your iPhone together there. https://t.co/GDrqU22YpT,0.5814,5,True,True,since i updated my phone its been trippin fix it now !! 😐,We're here for you. Send us a DM with your current iOS version and we'll take a look at your iPhone together there. https://t.co/GDrqU22YpT,0.6154,True,True,
