tweet_id,clean_message,ground_truth_intent,predicted_intent,is_correct,rule_triggered
1997785,"Hi, why does my WiFi keep disconnecting when I use some apps? It’s really annoying me",network_wifi_cellular,network_wifi_cellular,True,network_wifi_cellular [term: 'wifi']
689313,"What happens to cellular data plan for Apple Watch Cellular when switching iPhone sim card with a local prepaid card while on vacation? Does it mess with watch cellular settings when switching back to regular ""home"" sim when getting back home?",other_general_inquiry,network_wifi_cellular,False,network_wifi_cellular [term: 'cellular']
794533,"The #iwatch with LTE just doesn't work. 
No connection at al it's basically just a series 2 with LTE that doesn't functionl.",billing_subscription_refund,network_wifi_cellular,False,network_wifi_cellular [term: 'lte']
2210700,"Can’t download latest iOS 11.1.1 update and my apps take about 30 minutes to an hour to download, that’s if they do download. Tried on WiFi and 4G still the same.",network_wifi_cellular,network_wifi_cellular,True,network_wifi_cellular [term: 'wifi']
996755,"I have IPad mini & ever since I updated to iOS 11, my wifi connection is lagging & has trouble loading most everything. Help!",screen_touch_freeze,network_wifi_cellular,False,network_wifi_cellular [term: 'wifi']
458426,"how come EVERY time i update my iphone now, i now have no service for up to an hour afterward?????????????????????????",app_crash_download_error,network_wifi_cellular,False,network_wifi_cellular [term: 'no service']
1672699,I'm a T-Mobile user and I don't have SSN.. how can I enable the Cellular feature on the Apple Watch 3? They ask for SSN 💔👎🏻😢,other_general_inquiry,network_wifi_cellular,False,network_wifi_cellular [term: 'cellular']
1109563,why does my WiFi keeping coming on after I have turned it off on my 8+. NOT GOOD!!!,apple_id_account_access,network_wifi_cellular,False,network_wifi_cellular [term: 'wifi']
493590,"I am having troubles since i get 11.1.2 ios, i don have any connection with waze google maps facebook even the cellular data, i have shutdown my iphone 7 plus many times and it doesn't work properly",apple_id_account_access,network_wifi_cellular,False,network_wifi_cellular [term: 'cellular']
2404952,"Dear , could you please resolve the “i” glitch? I’m tired of looking silly. Don’t let those inferior cellular devices try to shame you. I believe in you. Love, Marlenia 📱",os_update_installation,network_wifi_cellular,False,network_wifi_cellular [term: 'cellular']
2054770,iPhoneSE wid 11.0.2 drains battery life swiftly and further the cellular hangs at times during num-pad dial. Throw some light,network_wifi_cellular,network_wifi_cellular,True,network_wifi_cellular [term: 'cellular']
610247,Can someone explain to me why the WiFi setting keeps turning on by itself with the new iPhone update?!?!? 😭,keyboard_text_glitch,network_wifi_cellular,False,network_wifi_cellular [term: 'wifi']
1062220,hi. Can we stream apple music on Apple Watch S3 GPS only ? (Via wifi/iPhone connection),other_general_inquiry,network_wifi_cellular,False,network_wifi_cellular [term: 'wifi']
1849594,"The latest iOS update has shrunk my screen, made my WiFi connection go slower, reduced my battery life and memory space. Cheers",other_general_inquiry,network_wifi_cellular,False,network_wifi_cellular [term: 'wifi']
1529996,>> I updated my phone & im tired of seeing these dumb ass “ ? “ please fixed that .. thanks 😂😘,hardware_buttons_audio,os_update_installation,False,os_update_installation [term: 'updated my phone']
2026283,I updated my phone & im still seeing boxes. really got me fucked up & I’m about to take my ass back to .,apple_id_account_access,os_update_installation,False,os_update_installation [term: 'updated my phone']
2815627,updated my phone with your latest update and now It keeps making phone calls without me prompting it too. I can’t even leave my phone on. Thanks a lot guys,other_general_inquiry,os_update_installation,False,os_update_installation [term: 'updated my phone']
955064,This new #iphone software update is so annoying for my notifications don’t appear unless I go into it! 😒,other_general_inquiry,os_update_installation,False,os_update_installation [term: 'software update']
1341746,your newest software update has issues!! 🤔,hardware_buttons_audio,os_update_installation,False,os_update_installation [term: 'software update']
2321215,When I updated to iOS 11 my music app turned black when ever I open it. And it won’t work. This is a scam...,hardware_buttons_audio,os_update_installation,False,os_update_installation [term: 'updated to ios']
2179118,"I tried to update to iOS 11, and got stuck at Apple logo. Tried to factory reset, installed iOS 11, but cannot restore backup",billing_subscription_refund,os_update_installation,False,os_update_installation [term: 'apple logo']
54451,Updated my phone and still see boxes with question marks WHYYYY,screen_touch_freeze,os_update_installation,False,os_update_installation [term: 'updated my phone']
1470062,Hey fuck your software update that fucked up my phone. You should fix that ASAP.,billing_subscription_refund,os_update_installation,False,os_update_installation [term: 'software update']
2018468,i updated my phone at 1:30 this morning and this mf already acting wack.. we’re on to your conspiracy 😐,screen_touch_freeze,os_update_installation,False,os_update_installation [term: 'updated my phone']
2363085,Fuck sakes man get it together I’ve updated my phone with every update and still works like shit,billing_subscription_refund,os_update_installation,False,os_update_installation [term: 'updated my phone']
2249888,every since I updated my phone it’s been trippin.... 🙄,screen_touch_freeze,os_update_installation,False,os_update_installation [term: 'updated my phone']
793950,Also ever since I updated to iOS 11 the top right corner of my 5s is occasionally unresponsive,billing_subscription_refund,os_update_installation,False,os_update_installation [term: 'updated to ios']
2850882,Lemme know when is going to fix how LAGGY my NEW phone is with a software update!!!,app_crash_download_error,os_update_installation,False,os_update_installation [term: 'software update']
1469782,my ip6 keep restarting since I updated to ios 11.0.2. HELP,os_update_installation,os_update_installation,True,os_update_installation [term: 'updated to ios']
2837241,"This latest update drains my battery again. All unnecessary apps off, location, Bluetooth, etc",battery_drain_charging,bluetooth_airpods_carplay,False,bluetooth_airpods_carplay [term: 'bluetooth']
2056466,"Hey , why does the iPhone 8 light up unprovoked during music playback? Using Bluetooth if that makes any difference.",screen_touch_freeze,bluetooth_airpods_carplay,False,bluetooth_airpods_carplay [term: 'bluetooth']
1279921,"I know you won’t respond, but when I put my AirPods in my ear, it shocked the heck out of me!",billing_subscription_refund,bluetooth_airpods_carplay,False,bluetooth_airpods_carplay [term: 'airpods']
853006,"why does my phone keep connecting to WiFi and Bluetooth randomly? If I wanted to turn it on, I would. iOS 11 problems! 😤",bluetooth_airpods_carplay,bluetooth_airpods_carplay,True,bluetooth_airpods_carplay [term: 'bluetooth']
943583,why the wifi and Bluetooth did not shut down from control panel..it still on in setting tab,bluetooth_airpods_carplay,bluetooth_airpods_carplay,True,bluetooth_airpods_carplay [term: 'bluetooth']
2043233,IOS11 is fucking shit WiFi & Bluetooth haven’t work properly since I updated & both worked perfectly before! Needs tb fixed.,network_wifi_cellular,bluetooth_airpods_carplay,False,bluetooth_airpods_carplay [term: 'bluetooth']
96971,why must you feel the need to turn my Bluetooth back on automatically killing my battery in the process?!,bluetooth_airpods_carplay,bluetooth_airpods_carplay,True,bluetooth_airpods_carplay [term: 'bluetooth']
2056267,"Hi! Since I updated iOS 11 in my Iphone, bluetooth connection in different devices is very poor. Sound breaks or goes away",screen_touch_freeze,bluetooth_airpods_carplay,False,bluetooth_airpods_carplay [term: 'bluetooth']
154488,It says that I have gotten an email from Apple I clicked on the attachment but have down nothing else. How do I know if it’s genuine please. It’s said to verify my apple account. Should I delete the email? It also says somebody tried to by airpods from Russia,apple_id_account_access,bluetooth_airpods_carplay,False,bluetooth_airpods_carplay [term: 'airpods']
2040719,why all of a sudden has my iPhone started trying to play music in my car through the charger and not via Bluetooth???,hardware_buttons_audio,bluetooth_airpods_carplay,False,bluetooth_airpods_carplay [term: 'bluetooth']
2483132,why dis update keep turning on my Bluetooth & WiFi 😕,bluetooth_airpods_carplay,bluetooth_airpods_carplay,True,bluetooth_airpods_carplay [term: 'bluetooth']
856125,cannot add apple pay card to my Apple Watch. Tried unpairing and pairing again. No dice. Just says “cannot add card”,other_general_inquiry,bluetooth_airpods_carplay,False,bluetooth_airpods_carplay [term: 'pairing']
1097764,AirPod’s next version released?,other_general_inquiry,bluetooth_airpods_carplay,False,bluetooth_airpods_carplay [term: 'airpod']
1271084,Hey I’d appriciate it if I could control my brightness and when my WiFi/Bluetooth is on or off. Fix it.,other_general_inquiry,bluetooth_airpods_carplay,False,bluetooth_airpods_carplay [term: 'bluetooth']
2512252,"- My question: I think my boyfriend's lying (again)... In order to use CarPlay in his car (Pioneer receiver), did he need to make a fake Facebook account for use/login?",other_general_inquiry,bluetooth_airpods_carplay,False,bluetooth_airpods_carplay [term: 'carplay']
1707723,I can not even sign into my Apple ID account! Get it together !!,bluetooth_airpods_carplay,apple_id_account_access,False,apple_id_account_access [term: 'apple id']
2341707,Turning my iPad on after nine months and its not recognising that the wifi is on. I cannot run updates or sign in using apple ID. I didn't charge the iPad in between 😢 HELP!!!!,other_general_inquiry,apple_id_account_access,False,apple_id_account_access [term: 'apple id']
2451337,tried everything on support page. Can't unlock apple id as can't access my registered email account anymore,hardware_buttons_audio,apple_id_account_access,False,apple_id_account_access [term: 'apple id']
156040,is there not a simple fix for a disabled Apple ID?,billing_subscription_refund,apple_id_account_access,False,apple_id_account_access [term: 'apple id']
1901335,I have an ICloud account but when I try to login online it asks me to set up an account. Am I doing something wrong?,apple_id_account_access,apple_id_account_access,True,apple_id_account_access [term: 'icloud account']
2974473,Wtf is this apple stop this fucking shit.Stop asking me to sign into a iCloud account that I don't even use anymore and why the heck should I even do it.It pops up every 10 seconds and ruined my days How do I fix it? https://t.co/usSnBwuNPe,hardware_buttons_audio,apple_id_account_access,False,apple_id_account_access [term: 'icloud account']
368342,Just got an email saying my apple id was used in Singapore. How do I know it's legit & not a phishing scam!,screen_touch_freeze,apple_id_account_access,False,apple_id_account_access [term: 'apple id']
546575,"hey, Apple, my e-mails from iCloud account are going nowhere - noone receives them if sent via any app (ios, macos, win), no errors, nothing! But everything fine if using https://t.co/VRsyymIezx site. What is wrong with your SMTP-server? Please help!",screen_touch_freeze,apple_id_account_access,False,apple_id_account_access [term: 'icloud account']
1368433,hey I was meant to receive an update about unlocking my Apple ID yesterday but I’ve had nothing. Pls help,billing_subscription_refund,apple_id_account_access,False,apple_id_account_access [term: 'apple id']
2278626,"I never received an email about recovering account & apple id, locked out,need proof of ownership for missing mac mini help!",hardware_buttons_audio,apple_id_account_access,False,apple_id_account_access [term: 'apple id']
1849306,"Dear , why has iMessage suddenly stopped working on my daughter’s iCloud account??? https://t.co/qX7NBrZMZa",billing_subscription_refund,apple_id_account_access,False,apple_id_account_access [term: 'icloud account']
392669,My macbook is spamming popups about updates daily. Can't install them w/o Apple ID. For that I need to enter payment details?!,apple_id_account_access,apple_id_account_access,True,apple_id_account_access [term: 'apple id']
1951522,"I got an iPad pro today
I can't get it to download any apps because it won't varify my apple id account. I've tried everything.",hardware_buttons_audio,apple_id_account_access,False,apple_id_account_access [term: 'apple id']
356862,"Hey, just remembered my .Mac account and it still works, anyway to merge it with my current iCloud account?",billing_subscription_refund,apple_id_account_access,False,apple_id_account_access [term: 'icloud account']
2728152,"hi, my phone was stolen so I deleted the device from my Apple ID account after changing my password. It did backup on iCloud before it went missing, how long will this backup be stored securely for? Thanks.",apple_id_account_access,apple_id_account_access,True,apple_id_account_access [term: 'apple id']
1420643,Hi. Since iOS 11. The speaker on my iPhone 6S is very distant and not clear. I have the latest software. iOS 11.0.3,battery_drain_charging,hardware_buttons_audio,False,hardware_buttons_audio [term: 'speaker']
1909765,The freezing for minutes at a time and calling drops as well as speaker phone not operating is completely unacceptable.,hardware_buttons_audio,hardware_buttons_audio,True,hardware_buttons_audio [term: 'speaker']
2067585,Anyone else have the iPhone 8+ and having soft static noises come out of their speaker? a little help here??,app_crash_download_error,hardware_buttons_audio,False,hardware_buttons_audio [term: 'speaker']
2966673,IOS 11.1.1 has ruined my home button. My home button is not worn out & was working perfectly fine before the update☹️,apple_id_account_access,hardware_buttons_audio,False,hardware_buttons_audio [term: 'home button']
793984,*presses home button twice* goes to home menu *holds down home button* closes apps fix please,bluetooth_airpods_carplay,hardware_buttons_audio,False,hardware_buttons_audio [term: 'home button']
2921543,So the speaker in my phone blew out. What the fuck I didn’t pay an exorbitant amount of money for this thing to have the speaker blow on me,os_update_installation,hardware_buttons_audio,False,hardware_buttons_audio [term: 'speaker']
1064931,"no audio during phone calls since 11.0.3 update.. speaker/headphones work fine for certain apps, but not for others",network_wifi_cellular,hardware_buttons_audio,False,hardware_buttons_audio [term: 'speaker']
31905,"Iphone 8, ios 11.0.2. Auto lock function not working properly. Will not lock unless i manually press power button. On for hours.",hardware_buttons_audio,hardware_buttons_audio,True,hardware_buttons_audio [term: 'power button']
1620564,how many faces it can register? Also how u will clear RAM since there is no physical home button #iPhoneX,other_general_inquiry,hardware_buttons_audio,False,hardware_buttons_audio [term: 'home button']
451428,"Hey received my iphone x today. But, what’s going on with the top speaker? It crackles very bad (not with all type of sounds).",bluetooth_airpods_carplay,hardware_buttons_audio,False,hardware_buttons_audio [term: 'speaker']
1735061,Does the iPhone SE have the touch sensative home button like the 7? #applequeston #iphonequestion #anyone,other_general_inquiry,hardware_buttons_audio,False,hardware_buttons_audio [term: 'home button']
1398549,Didn't iOS 11 introduce a panic button where you hit the power button 5 times and it won't accept biometric auth?,other_general_inquiry,hardware_buttons_audio,False,hardware_buttons_audio [term: 'power button']
661696,I am currently on the latest iOS 11.1.2 but I am experience a screen issue.. is this a known bug? When ever the phone is locked an I hit the power button this happens Everytime https://t.co/JBwjBDjm2r,screen_touch_freeze,hardware_buttons_audio,False,hardware_buttons_audio [term: 'power button']
1930524,11.0.3 drains battery too fast and the home button is frequently unresponsive... need a fix ASAP!!,hardware_buttons_audio,hardware_buttons_audio,True,hardware_buttons_audio [term: 'home button']
813472,my right speaker on my macbook pro is muffled and static what should i do?,network_wifi_cellular,hardware_buttons_audio,False,hardware_buttons_audio [term: 'speaker']
1394494,I bought music 2 days ago from the iTunes Store on my Mac (as I always do). I loaded the new music onto my iPhone SE (1),billing_subscription_refund,billing_subscription_refund,True,billing_subscription_refund [term: 'itunes store']
759840,"Upgraded to iOS 11 , now the iTunes Store and music not working",bluetooth_airpods_carplay,billing_subscription_refund,False,billing_subscription_refund [term: 'itunes store']
2016881,I need your help with an accidental subscription purchase by a 10-year old. is being less than helpful. Please HELP!,app_crash_download_error,billing_subscription_refund,False,billing_subscription_refund [term: 'subscription']
2647332,ever since i updated my phone has been dying at 40% HElp mE. I want my refund,battery_drain_charging,billing_subscription_refund,False,billing_subscription_refund [term: 'refund']
2284310,"Can't download an album that was preordered. Album was out today. Doesn't show up in purchased in iOS or iTunes accounts. Shows up as ""purchased"" in the iTunes store. What is going on here???",billing_subscription_refund,billing_subscription_refund,True,billing_subscription_refund [term: 'itunes store']
2281219,"I have prblem paying app subscription with my Apple ID, I always got a response contact iTunes support. __email__",bluetooth_airpods_carplay,billing_subscription_refund,False,billing_subscription_refund [term: 'subscription']
1513912,I was charged twice for an in-app subscription,os_update_installation,billing_subscription_refund,False,billing_subscription_refund [term: 'subscription']
254127,a family member accidentally signed up to a news subscription. How can I manage this from the Organiser device?,os_update_installation,billing_subscription_refund,False,billing_subscription_refund [term: 'subscription']
520267,Found out I’ve been paying $14.99 every month of HBO NOW thru when I cancelled this subscription like 5 months ago. Could’ve been watching GOT. Damn,battery_drain_charging,billing_subscription_refund,False,billing_subscription_refund [term: 'subscription']
2179543,Hey and whatever other Apple department... my 1 year old somehow purchased #Seinfeld series through Apple TV & I can’t get a #refund. this is BS. I want my $100 back. I haven’t watched that series since “Kramer” went on his #racist rant in 2006,apple_id_account_access,billing_subscription_refund,False,billing_subscription_refund [term: 'refund']
2525505,I purchased an Apple Music family subscription and my credit card got charged twice. Could you help me with that?,apple_id_account_access,billing_subscription_refund,False,billing_subscription_refund [term: 'subscription']
2438505,This is a pretty convincing looking scam receipt. https://t.co/GVmUHyvjxX,other_general_inquiry,billing_subscription_refund,False,billing_subscription_refund [term: 'receipt']
1680859,who can I contact regarding an error subscription via iTunes?,os_update_installation,billing_subscription_refund,False,billing_subscription_refund [term: 'subscription']
2033118,My iPhone is being so stupid it literally won’t let me upload photos anywhere at all unless I JUST recently saved them anything from a day ago and beyond just wont load and when I try to post it just doesn’t because of the picture???) I want my money back,other_general_inquiry,billing_subscription_refund,False,billing_subscription_refund [term: 'money back']
2777619,lol has been taking money out of my account for the last 3 months without telling me why or what for and they won't refund me👍🏻,network_wifi_cellular,billing_subscription_refund,False,billing_subscription_refund [term: 'refund']
2255319,"hi 🍎 I’ve been having trouble with a black screen self camera, while the front facing camera is normal. I can’t even FaceTime. I have an iPhone seven and it just started acting this way. My phone isn’t cracked or anything. Any suggestions or help?",other_general_inquiry,screen_touch_freeze,False,screen_touch_freeze [term: 'black screen']
2055448,Hey what’s with the latest #iOS11 update and it’s variants all my phones have gone ridiculously slow! Hanging and black screen 😏😒😑,battery_drain_charging,screen_touch_freeze,False,screen_touch_freeze [term: 'black screen']
2068259,"pls fix iOs 11, i think it filled with bugs, my phone keep restart and black screen everytime booting.",billing_subscription_refund,screen_touch_freeze,False,screen_touch_freeze [term: 'black screen']
1126189,After 11.0.3 upgrade iPhone randomly freezes. Touch screen doesn’t work after reboot. (6+). Can’t enter passcode.,apple_id_account_access,screen_touch_freeze,False,screen_touch_freeze [term: 'touch screen']
519240,"#iPhoneX resprings every 20 seconds showing a black screen with a turning gear, no solution at so far.. #help #crash #gettingcrazy https://t.co/JG5AG5aMyM",bluetooth_airpods_carplay,screen_touch_freeze,False,screen_touch_freeze [term: 'black screen']
563037,"my iphone 6s+ ios 11.1.2 keeps crashing (black screen with spinning white wheel) and exits to the lock screen. Have tried reset, issue still persists",os_update_installation,screen_touch_freeze,False,screen_touch_freeze [term: 'black screen']
2676012,"ios 11.0.3 is creating sound issues, touch freeze issues. I always have to do force restart. Please release a fix soon.",network_wifi_cellular,screen_touch_freeze,False,screen_touch_freeze [term: 'force restart']
545203,"iOS 11.0 an 11.1 with Safari (and Chrome) iPhone 6 + iPhone 8, same issue.
No problem on iPhone 5 with iOS 10.x. User plays video continues on fullscreen. When closing fs >black screen, player lost video (no error msgs). iOS10 with other iPhone no issue.",screen_touch_freeze,screen_touch_freeze,True,screen_touch_freeze [term: 'black screen']
2893407,"ios11.1.2 is causing freezing, apps not able to open and touch screen not working. Even since 11 was downloaded there have been issues. Can you advise? #ios11 #apple #appleproblems",apple_id_account_access,screen_touch_freeze,False,screen_touch_freeze [term: 'touch screen']
1173988,Can help me please as I have a black screen!!,screen_touch_freeze,screen_touch_freeze,True,screen_touch_freeze [term: 'black screen']
2279256,Hey why is this happening and how can ai fix it?!?! Every time I restart or try to shut down my computer I get this black screen ... https://t.co/JqtcXQZipW,hardware_buttons_audio,screen_touch_freeze,False,screen_touch_freeze [term: 'black screen']
2303466,"why do I intermittently get a black screen w/ a spinning wheel after unlocking w/ passcode on #iphonex ? It happened w/fresh iPhone, I’ve restarted, latest iOS, still happening w/ reloaded backup. https://t.co/NU4oGzKnpj",billing_subscription_refund,screen_touch_freeze,False,screen_touch_freeze [term: 'black screen']
394085,my rear camera isn’t working - giving me a black screen constantly and won’t take pictures. Have any idea why?,other_general_inquiry,screen_touch_freeze,False,screen_touch_freeze [term: 'black screen']
554084,"I'm having some problems with my IPhone 7, it keeps restarting and showing a black screen with a spinning icon. How do I fix this?",billing_subscription_refund,screen_touch_freeze,False,screen_touch_freeze [term: 'black screen']
2899060,my Apple Music just crashed and every time I open the app it shows a black screen and crashes again can it be fixed?,screen_touch_freeze,screen_touch_freeze,True,screen_touch_freeze [term: 'black screen']
2056579,Is anyone having a problem with the new iOS update? All of my apps keep crashing,billing_subscription_refund,app_crash_download_error,False,app_crash_download_error [term: 'apps keep crashing']
2066425,"How sweet. 
iOS has a new update that fixes everything but the fact that my apps keep crashing or are unusable since the last update. 
Thanx 
🙄🙄
#iPad2overlife",screen_touch_freeze,app_crash_download_error,False,app_crash_download_error [term: 'apps keep crashing']
2639667,I swear iOS 11 has more bugs in it than Timone and Puma 🙄🤔 multiple app crashes every day.,app_crash_download_error,app_crash_download_error,True,app_crash_download_error [term: 'app crashes']
1160695,Selected 496 unread emails only to have my mail app crash while attempting to delete them. WTF,bluetooth_airpods_carplay,app_crash_download_error,False,app_crash_download_error [term: 'app crash']
1959414,"a number of my apps keep crashing on me, particularly my app, since the update",battery_drain_charging,app_crash_download_error,False,app_crash_download_error [term: 'apps keep crashing']
644121,Why is the #podcast app crashing?!?,battery_drain_charging,app_crash_download_error,False,app_crash_download_error [term: 'app crashing']
2031727,my music app crashes for no reason https://t.co/2Kg0ipf4wk,network_wifi_cellular,app_crash_download_error,False,app_crash_download_error [term: 'app crashes']
1110815,"Hey ios11 is garbage, got a new phone on Saturday and the volume controls don’t work, every app crashes like even the phone one #wtf",app_crash_download_error,app_crash_download_error,True,app_crash_download_error [term: 'app crashes']
2017493,"iPhone 6 terribly slow! Apps keep crashing, freezing etc. Please help",bluetooth_airpods_carplay,app_crash_download_error,False,app_crash_download_error [term: 'apps keep crashing']
2670232,iPhone 7 (iOS 11.0.2) Apple Music app crashes every time I launch it. Restartig the phone doesn’t fix the problem.,bluetooth_airpods_carplay,app_crash_download_error,False,app_crash_download_error [term: 'app crashes']
393606,the iOS 11.0.2 update has still not resolved outstanding issues of device/app crashing and inability to use speakerphone,app_crash_download_error,app_crash_download_error,True,app_crash_download_error [term: 'app crashing']
1850897,"Hey fix #ios11 my #iPhone7Plus battery dies quicker now, phone heats up more, problems with Apple Pay, app crashing etc. https://t.co/yQ5Qc1rptC",battery_drain_charging,app_crash_download_error,False,app_crash_download_error [term: 'app crashing']
385317,"#iOS11 is probably one of the buggiest updates I’ve encountered. I’m sure a lot is based on developers, but almost every app crashes.",billing_subscription_refund,app_crash_download_error,False,app_crash_download_error [term: 'app crashes']
1621169,why’s my music app crashing after updating to iOS11.1?! As soon as I click “songs” the entire app crashes,hardware_buttons_audio,app_crash_download_error,False,app_crash_download_error [term: 'app crashing']
489673,"Help me Apple!!!!! 

Every time I go onto a app the app crashes is there anyway to fix this?",billing_subscription_refund,app_crash_download_error,False,app_crash_download_error [term: 'app crashes']
658017,why does it take my mac a long time to start up? Help,hardware_buttons_audio,other_general_inquiry,False,fallback_unmatched
1828574,get your shit together. iOS 11 has fucked my brand new 7+ up. I have to reset at least 15x a day.,billing_subscription_refund,other_general_inquiry,False,fallback_unmatched
2927148,new iOS11 update won’t accept my finger print to get in so I always have to punch in my code. Please fix.,other_general_inquiry,other_general_inquiry,True,fallback_unmatched
1709307,this is what my phone thinks capital “i” is? And keeps autocorrecting and showing other people’s as this? Please help https://t.co/ExxWSxj9IB,billing_subscription_refund,other_general_inquiry,False,fallback_unmatched
1524210,Now Verizon is saying my account information is wrong (it isn’t). This has been an amazingly poor experience. https://t.co/1UBqhGPVgb,apple_id_account_access,other_general_inquiry,False,fallback_unmatched
1177182,Why does my phone say No Sim fix this,keyboard_text_glitch,other_general_inquiry,False,fallback_unmatched
