tweet_id,clean_message,provisional_intent,expected_action,escalation_expected,reviewer_label,reviewer_action,reviewer_escalation,reviewer_notes,review_status
1640746,Sooo like when is going to fix this bs symbol-instead-of-a-letter!? Over it.,keyboard_text_glitch,Suggest updating to iOS 11.1.1 bug-fix release or configuring temporary Text Replacement workaround.,False,apple_id_account_access,Direct user to iforgot.apple.com; explain account recovery wait period; escalate if identity proof needed.,False,,VERIFIED - GOLDEN
1656547,"You guys really need to fix this, eye’m tired of typing eye all the damn time",keyboard_text_glitch,Suggest updating to iOS 11.1.1 bug-fix release or configuring temporary Text Replacement workaround.,False,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
1552539,"I️ am having problems with my keyboard. Any timeline on a patch? I️ just updated and as you can see, I️ still have issues with I️.",keyboard_text_glitch,Suggest updating to iOS 11.1.1 bug-fix release or configuring temporary Text Replacement workaround.,False,hardware_buttons_audio,"Run diagnostic steps; if physical failure persists, book Genius Bar appointment or send to service center.",False,,VERIFIED - GOLDEN
2138245,I have the newest iPhone update but some emojis only show the question mark like my phone doesn’t support it????,keyboard_text_glitch,Suggest updating to iOS 11.1.1 bug-fix release or configuring temporary Text Replacement workaround.,False,apple_id_account_access,Direct user to iforgot.apple.com; explain account recovery wait period; escalate if identity proof needed.,False,,VERIFIED - GOLDEN
2060044,#ios11 what is this black line that I see below the #keyboard whenever I open it #annoying https://t.co/GoPfsOjJvu,keyboard_text_glitch,Suggest updating to iOS 11.1.1 bug-fix release or configuring temporary Text Replacement workaround.,False,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
2363149,"I'm seeing the iOS ""I"" autocorrect error on MacOS Messages on my MacBook Pro - in texts received from a friend.
The messages display correctly on her phone and on my phone, they only display incorrectly on the Mac. https://t.co/VIVm6U1ScY",keyboard_text_glitch,Suggest updating to iOS 11.1.1 bug-fix release or configuring temporary Text Replacement workaround.,False,bluetooth_airpods_carplay,Guide user to Settings > Bluetooth to forget device and re-pair; suggest network reset or case cleaning.,False,,VERIFIED - GOLDEN
1756443,why do my I️’s not show up? Come on keyboard as A w/? So confused and all tried reset dictionary keyboard and updated,keyboard_text_glitch,Suggest updating to iOS 11.1.1 bug-fix release or configuring temporary Text Replacement workaround.,False,apple_id_account_access,Direct user to iforgot.apple.com; explain account recovery wait period; escalate if identity proof needed.,False,7,VERIFIED - GOLDEN
1584671,what’s up with the question mark boxes for I after the update,keyboard_text_glitch,Suggest updating to iOS 11.1.1 bug-fix release or configuring temporary Text Replacement workaround.,False,bluetooth_airpods_carplay,Guide user to Settings > Bluetooth to forget device and re-pair; suggest network reset or case cleaning.,False,,VERIFIED - GOLDEN
1548729,Hey why does my phone keep doing this with the A and the question mark? Not just on FB!!! #help #sos #why https://t.co/bHYy9BHDgP,keyboard_text_glitch,Suggest updating to iOS 11.1.1 bug-fix release or configuring temporary Text Replacement workaround.,False,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
2375257,Anybody in my TL have the latest version of the MacBook Pro? It it giving you backlight and keyboard issues? what’s gong on?,keyboard_text_glitch,Suggest updating to iOS 11.1.1 bug-fix release or configuring temporary Text Replacement workaround.,False,hardware_buttons_audio,"Run diagnostic steps; if physical failure persists, book Genius Bar appointment or send to service center.",False,,VERIFIED - GOLDEN
2095627,"Oye where’s the update to update the update that keeps closing apps, burning through my battery and messing with my keyboard?",keyboard_text_glitch,Suggest updating to iOS 11.1.1 bug-fix release or configuring temporary Text Replacement workaround.,False,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
2408584,my AppStore says “unable to contact” each time I try searching ever since iOS 11 (iPhone). Works fine on iPad on same WiFi network. Workaround/fix please?,network_wifi_cellular,"Suggest toggling Airplane Mode, restarting phone, or resetting Network Settings (Settings > General > Reset > Reset Network Settings).",False,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
1997785,"Hi, why does my WiFi keep disconnecting when I use some apps? It’s really annoying me",network_wifi_cellular,"Suggest toggling Airplane Mode, restarting phone, or resetting Network Settings (Settings > General > Reset > Reset Network Settings).",False,network_wifi_cellular,"Suggest toggling Airplane Mode, restarting phone, or resetting Network Settings (Settings > General > Reset > Reset Network Settings).",False,,VERIFIED - GOLDEN
689313,"What happens to cellular data plan for Apple Watch Cellular when switching iPhone sim card with a local prepaid card while on vacation? Does it mess with watch cellular settings when switching back to regular ""home"" sim when getting back home?",network_wifi_cellular,"Suggest toggling Airplane Mode, restarting phone, or resetting Network Settings (Settings > General > Reset > Reset Network Settings).",False,hardware_buttons_audio,"Run diagnostic steps; if physical failure persists, book Genius Bar appointment or send to service center.",False,,VERIFIED - GOLDEN
794533,"The #iwatch with LTE just doesn't work. 
No connection at al it's basically just a series 2 with LTE that doesn't functionl.",network_wifi_cellular,"Suggest toggling Airplane Mode, restarting phone, or resetting Network Settings (Settings > General > Reset > Reset Network Settings).",False,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
2210700,"Can’t download latest iOS 11.1.1 update and my apps take about 30 minutes to an hour to download, that’s if they do download. Tried on WiFi and 4G still the same.",network_wifi_cellular,"Suggest toggling Airplane Mode, restarting phone, or resetting Network Settings (Settings > General > Reset > Reset Network Settings).",False,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
996755,"I have IPad mini & ever since I updated to iOS 11, my wifi connection is lagging & has trouble loading most everything. Help!",network_wifi_cellular,"Suggest toggling Airplane Mode, restarting phone, or resetting Network Settings (Settings > General > Reset > Reset Network Settings).",False,screen_touch_freeze,Provide forced restart instructions (Power + Vol Down); check for physical display damage.,False,,VERIFIED - GOLDEN
458426,"how come EVERY time i update my iphone now, i now have no service for up to an hour afterward?????????????????????????",network_wifi_cellular,"Suggest toggling Airplane Mode, restarting phone, or resetting Network Settings (Settings > General > Reset > Reset Network Settings).",False,app_crash_download_error,"Suggest force-closing app, checking available storage, restarting device, or deleting and reinstalling app.",False,,VERIFIED - GOLDEN
1672699,I'm a T-Mobile user and I don't have SSN.. how can I enable the Cellular feature on the Apple Watch 3? They ask for SSN 💔👎🏻😢,network_wifi_cellular,"Suggest toggling Airplane Mode, restarting phone, or resetting Network Settings (Settings > General > Reset > Reset Network Settings).",False,other_general_inquiry,Acknowledge message politely; provide general Apple Support portal or deflect to retail/carrier channel.,False,,VERIFIED - GOLDEN
1109563,why does my WiFi keeping coming on after I have turned it off on my 8+. NOT GOOD!!!,network_wifi_cellular,"Suggest toggling Airplane Mode, restarting phone, or resetting Network Settings (Settings > General > Reset > Reset Network Settings).",False,apple_id_account_access,Direct user to iforgot.apple.com; explain account recovery wait period; escalate if identity proof needed.,False,,VERIFIED - GOLDEN
493590,"I am having troubles since i get 11.1.2 ios, i don have any connection with waze google maps facebook even the cellular data, i have shutdown my iphone 7 plus many times and it doesn't work properly",network_wifi_cellular,"Suggest toggling Airplane Mode, restarting phone, or resetting Network Settings (Settings > General > Reset > Reset Network Settings).",False,apple_id_account_access,Direct user to iforgot.apple.com; explain account recovery wait period; escalate if identity proof needed.,False,,VERIFIED - GOLDEN
2404952,"Dear , could you please resolve the “i” glitch? I’m tired of looking silly. Don’t let those inferior cellular devices try to shame you. I believe in you. Love, Marlenia 📱",network_wifi_cellular,"Suggest toggling Airplane Mode, restarting phone, or resetting Network Settings (Settings > General > Reset > Reset Network Settings).",False,os_update_installation,Guide user through Settings > General > Software Update; provide Apple support link for recovery mode / iTunes backup.,False,,VERIFIED - GOLDEN
2054770,iPhoneSE wid 11.0.2 drains battery life swiftly and further the cellular hangs at times during num-pad dial. Throw some light,network_wifi_cellular,"Suggest toggling Airplane Mode, restarting phone, or resetting Network Settings (Settings > General > Reset > Reset Network Settings).",False,network_wifi_cellular,"Suggest toggling Airplane Mode, restarting phone, or resetting Network Settings (Settings > General > Reset > Reset Network Settings).",False,,VERIFIED - GOLDEN
610247,Can someone explain to me why the WiFi setting keeps turning on by itself with the new iPhone update?!?!? 😭,network_wifi_cellular,"Suggest toggling Airplane Mode, restarting phone, or resetting Network Settings (Settings > General > Reset > Reset Network Settings).",False,keyboard_text_glitch,Suggest updating to iOS 11.1.1 bug-fix release or setting temporary Text Replacement workaround.,False,,VERIFIED - GOLDEN
1062220,hi. Can we stream apple music on Apple Watch S3 GPS only ? (Via wifi/iPhone connection),network_wifi_cellular,"Suggest toggling Airplane Mode, restarting phone, or resetting Network Settings (Settings > General > Reset > Reset Network Settings).",False,battery_drain_charging,Ask for device model & iOS version; suggest Settings > Battery check; recommend updating or battery diagnostic.,False,,VERIFIED - GOLDEN
1849594,"The latest iOS update has shrunk my screen, made my WiFi connection go slower, reduced my battery life and memory space. Cheers",network_wifi_cellular,"Suggest toggling Airplane Mode, restarting phone, or resetting Network Settings (Settings > General > Reset > Reset Network Settings).",False,hardware_buttons_audio,"Run diagnostic steps; if physical failure persists, book Genius Bar appointment or send to service center.",False,,VERIFIED - GOLDEN
1529996,>> I updated my phone & im tired of seeing these dumb ass “ ? “ please fixed that .. thanks 😂😘,os_update_installation,Guide user through Settings > General > Software Update; provide Apple support link for recovery mode / iTunes backup.,False,hardware_buttons_audio,"Run diagnostic steps; if physical failure persists, book Genius Bar appointment or send to service center.",False,,VERIFIED - GOLDEN
2026283,I updated my phone & im still seeing boxes. really got me fucked up & I’m about to take my ass back to .,os_update_installation,Guide user through Settings > General > Software Update; provide Apple support link for recovery mode / iTunes backup.,False,apple_id_account_access,Direct user to iforgot.apple.com; explain account recovery wait period; escalate if identity proof needed.,False,,VERIFIED - GOLDEN
2815627,updated my phone with your latest update and now It keeps making phone calls without me prompting it too. I can’t even leave my phone on. Thanks a lot guys,os_update_installation,Guide user through Settings > General > Software Update; provide Apple support link for recovery mode / iTunes backup.,False,network_wifi_cellular,"Suggest toggling Airplane Mode, restarting phone, or resetting Network Settings.",False,,VERIFIED - GOLDEN
955064,This new #iphone software update is so annoying for my notifications don’t appear unless I go into it! 😒,os_update_installation,Guide user through Settings > General > Software Update; provide Apple support link for recovery mode / iTunes backup.,False,apple_id_account_access,Direct user to iforgot.apple.com; explain account recovery wait period; escalate if identity proof needed.,False,,VERIFIED - GOLDEN
1341746,your newest software update has issues!! 🤔,os_update_installation,Guide user through Settings > General > Software Update; provide Apple support link for recovery mode / iTunes backup.,False,hardware_buttons_audio,"Run diagnostic steps; if physical failure persists, book Genius Bar appointment or send to service center.",False,,VERIFIED - GOLDEN
2321215,When I updated to iOS 11 my music app turned black when ever I open it. And it won’t work. This is a scam...,os_update_installation,Guide user through Settings > General > Software Update; provide Apple support link for recovery mode / iTunes backup.,False,hardware_buttons_audio,"Run diagnostic steps; if physical failure persists, book Genius Bar appointment or send to service center.",False,,VERIFIED - GOLDEN
2179118,"I tried to update to iOS 11, and got stuck at Apple logo. Tried to factory reset, installed iOS 11, but cannot restore backup",os_update_installation,Guide user through Settings > General > Software Update; provide Apple support link for recovery mode / iTunes backup.,False,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
54451,Updated my phone and still see boxes with question marks WHYYYY,os_update_installation,Guide user through Settings > General > Software Update; provide Apple support link for recovery mode / iTunes backup.,False,screen_touch_freeze,Provide forced restart instructions (Power + Vol Down); check for physical display damage.,False,,VERIFIED - GOLDEN
1470062,Hey fuck your software update that fucked up my phone. You should fix that ASAP.,os_update_installation,Guide user through Settings > General > Software Update; provide Apple support link for recovery mode / iTunes backup.,False,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
2018468,i updated my phone at 1:30 this morning and this mf already acting wack.. we’re on to your conspiracy 😐,os_update_installation,Guide user through Settings > General > Software Update; provide Apple support link for recovery mode / iTunes backup.,False,screen_touch_freeze,Provide forced restart instructions (Power + Vol Down); check for physical display damage.,False,,VERIFIED - GOLDEN
2363085,Fuck sakes man get it together I’ve updated my phone with every update and still works like shit,os_update_installation,Guide user through Settings > General > Software Update; provide Apple support link for recovery mode / iTunes backup.,False,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
2249888,every since I updated my phone it’s been trippin.... 🙄,os_update_installation,Guide user through Settings > General > Software Update; provide Apple support link for recovery mode / iTunes backup.,False,screen_touch_freeze,Provide forced restart instructions (Power + Vol Down); check for physical display damage.,False,,VERIFIED - GOLDEN
793950,Also ever since I updated to iOS 11 the top right corner of my 5s is occasionally unresponsive,os_update_installation,Guide user through Settings > General > Software Update; provide Apple support link for recovery mode / iTunes backup.,False,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
2850882,Lemme know when is going to fix how LAGGY my NEW phone is with a software update!!!,os_update_installation,Guide user through Settings > General > Software Update; provide Apple support link for recovery mode / iTunes backup.,False,app_crash_download_error,"Suggest force-closing app, checking available storage, restarting device, or deleting and reinstalling app.",False,,VERIFIED - GOLDEN
1469782,my ip6 keep restarting since I updated to ios 11.0.2. HELP,os_update_installation,Guide user through Settings > General > Software Update; provide Apple support link for recovery mode / iTunes backup.,False,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
2837241,"This latest update drains my battery again. All unnecessary apps off, location, Bluetooth, etc",bluetooth_airpods_carplay,Guide user to Settings > Bluetooth to forget device and re-pair; suggest resetting network settings or cleaning case.,False,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
2056466,"Hey , why does the iPhone 8 light up unprovoked during music playback? Using Bluetooth if that makes any difference.",bluetooth_airpods_carplay,Guide user to Settings > Bluetooth to forget device and re-pair; suggest resetting network settings or cleaning case.,False,screen_touch_freeze,Provide forced restart instructions (Power + Vol Down); check for physical display damage.,False,,VERIFIED - GOLDEN
1279921,"I know you won’t respond, but when I put my AirPods in my ear, it shocked the heck out of me!",bluetooth_airpods_carplay,Guide user to Settings > Bluetooth to forget device and re-pair; suggest resetting network settings or cleaning case.,False,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
853006,"why does my phone keep connecting to WiFi and Bluetooth randomly? If I wanted to turn it on, I would. iOS 11 problems! 😤",bluetooth_airpods_carplay,Guide user to Settings > Bluetooth to forget device and re-pair; suggest resetting network settings or cleaning case.,False,os_update_installation,Guide user through Settings > General > Software Update; provide Apple support link for recovery mode / iTunes backup.,False,,VERIFIED - GOLDEN
943583,why the wifi and Bluetooth did not shut down from control panel..it still on in setting tab,bluetooth_airpods_carplay,Guide user to Settings > Bluetooth to forget device and re-pair; suggest resetting network settings or cleaning case.,False,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
2043233,IOS11 is fucking shit WiFi & Bluetooth haven’t work properly since I updated & both worked perfectly before! Needs tb fixed.,bluetooth_airpods_carplay,Guide user to Settings > Bluetooth to forget device and re-pair; suggest resetting network settings or cleaning case.,False,network_wifi_cellular,"Suggest toggling Airplane Mode, restarting phone, or resetting Network Settings.",False,,VERIFIED - GOLDEN
96971,why must you feel the need to turn my Bluetooth back on automatically killing my battery in the process?!,bluetooth_airpods_carplay,Guide user to Settings > Bluetooth to forget device and re-pair; suggest resetting network settings or cleaning case.,False,bluetooth_airpods_carplay,Guide user to Settings > Bluetooth to forget device and re-pair; suggest resetting network settings or cleaning case.,False,,VERIFIED - GOLDEN
2056267,"Hi! Since I updated iOS 11 in my Iphone, bluetooth connection in different devices is very poor. Sound breaks or goes away",bluetooth_airpods_carplay,Guide user to Settings > Bluetooth to forget device and re-pair; suggest resetting network settings or cleaning case.,False,screen_touch_freeze,Provide forced restart instructions (Power + Vol Down); check for physical display damage.,False,,VERIFIED - GOLDEN
154488,It says that I have gotten an email from Apple I clicked on the attachment but have down nothing else. How do I know if it’s genuine please. It’s said to verify my apple account. Should I delete the email? It also says somebody tried to by airpods from Russia,bluetooth_airpods_carplay,Guide user to Settings > Bluetooth to forget device and re-pair; suggest resetting network settings or cleaning case.,False,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
2040719,why all of a sudden has my iPhone started trying to play music in my car through the charger and not via Bluetooth???,bluetooth_airpods_carplay,Guide user to Settings > Bluetooth to forget device and re-pair; suggest resetting network settings or cleaning case.,False,hardware_buttons_audio,"Run diagnostic steps; if physical failure persists, book Genius Bar appointment or send to service center.",False,,VERIFIED - GOLDEN
2483132,why dis update keep turning on my Bluetooth & WiFi 😕,bluetooth_airpods_carplay,Guide user to Settings > Bluetooth to forget device and re-pair; suggest resetting network settings or cleaning case.,False,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
856125,cannot add apple pay card to my Apple Watch. Tried unpairing and pairing again. No dice. Just says “cannot add card”,bluetooth_airpods_carplay,Guide user to Settings > Bluetooth to forget device and re-pair; suggest resetting network settings or cleaning case.,False,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
1097764,AirPod’s next version released?,bluetooth_airpods_carplay,Guide user to Settings > Bluetooth to forget device and re-pair; suggest resetting network settings or cleaning case.,False,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
1271084,Hey I’d appriciate it if I could control my brightness and when my WiFi/Bluetooth is on or off. Fix it.,bluetooth_airpods_carplay,Guide user to Settings > Bluetooth to forget device and re-pair; suggest resetting network settings or cleaning case.,False,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
2512252,"- My question: I think my boyfriend's lying (again)... In order to use CarPlay in his car (Pioneer receiver), did he need to make a fake Facebook account for use/login?",bluetooth_airpods_carplay,Guide user to Settings > Bluetooth to forget device and re-pair; suggest resetting network settings or cleaning case.,False,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
1707723,I can not even sign into my Apple ID account! Get it together !!,apple_id_account_access,Direct user to iforgot.apple.com; explain account recovery wait period; escalate to security team if identity proof needed.,True,bluetooth_airpods_carplay,Guide user to Settings > Bluetooth to forget device and re-pair; suggest network reset or case cleaning.,False,,VERIFIED - GOLDEN
2341707,Turning my iPad on after nine months and its not recognising that the wifi is on. I cannot run updates or sign in using apple ID. I didn't charge the iPad in between 😢 HELP!!!!,apple_id_account_access,Direct user to iforgot.apple.com; explain account recovery wait period; escalate to security team if identity proof needed.,True,battery_drain_charging,Ask for device model & iOS version; suggest Settings > Battery check; recommend updating or battery diagnostic.,False,,VERIFIED - GOLDEN
2451337,tried everything on support page. Can't unlock apple id as can't access my registered email account anymore,apple_id_account_access,Direct user to iforgot.apple.com; explain account recovery wait period; escalate to security team if identity proof needed.,True,hardware_buttons_audio,"Run diagnostic steps; if physical failure persists, book Genius Bar appointment or send to service center.",False,,VERIFIED - GOLDEN
156040,is there not a simple fix for a disabled Apple ID?,apple_id_account_access,Direct user to iforgot.apple.com; explain account recovery wait period; escalate to security team if identity proof needed.,True,billing_subscription_refund,Direct user to reportaproblem.apple.com to view purchase history and request refund; guide to subscription cancellation.,False,,VERIFIED - GOLDEN
1901335,I have an ICloud account but when I try to login online it asks me to set up an account. Am I doing something wrong?,apple_id_account_access,Direct user to iforgot.apple.com; explain account recovery wait period; escalate to security team if identity proof needed.,True,apple_id_account_access,Direct user to iforgot.apple.com; explain account recovery wait period; escalate to security team if identity proof needed.,False,,VERIFIED - GOLDEN
2974473,Wtf is this apple stop this fucking shit.Stop asking me to sign into a iCloud account that I don't even use anymore and why the heck should I even do it.It pops up every 10 seconds and ruined my days How do I fix it? https://t.co/usSnBwuNPe,apple_id_account_access,Direct user to iforgot.apple.com; explain account recovery wait period; escalate to security team if identity proof needed.,True,hardware_buttons_audio,"Run diagnostic steps; if physical failure persists, book Genius Bar appointment or send to service center.",False,,VERIFIED - GOLDEN
368342,Just got an email saying my apple id was used in Singapore. How do I know it's legit & not a phishing scam!,apple_id_account_access,Direct user to iforgot.apple.com; explain account recovery wait period; escalate to security team if identity proof needed.,True,screen_touch_freeze,Provide forced restart instructions (Power + Vol Down); check for physical display damage.,False,,VERIFIED - GOLDEN
546575,"hey, Apple, my e-mails from iCloud account are going nowhere - noone receives them if sent via any app (ios, macos, win), no errors, nothing! But everything fine if using https://t.co/VRsyymIezx site. What is wrong with your SMTP-server? Please help!",apple_id_account_access,Direct user to iforgot.apple.com; explain account recovery wait period; escalate to security team if identity proof needed.,True,screen_touch_freeze,Provide forced restart instructions (Power + Vol Down); check for physical display damage.,False,,VERIFIED - GOLDEN
